,id,name,popularity,type,is_local,explicit,duration_ms,disc_number,track_number,artist_id,artist_name,album_artist_id,album_artist_name,album_id,album_name,album_release_date,album_tracks,album_type,genres,album_genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,track_href,analysis_url,time_signature
37,1qDrWA6lyx8cLECdZE7TV7,Somebody That I Used To Know,80,audio_features,False,False,244885,1,3,2AsusXITU8P25dlRNhcAbG,Gotye,2AsusXITU8P25dlRNhcAbG,Gotye,4G2rJNhsKOE6iHgtUqZ0Ye,Making Mirrors,2011-01-01,12,album,['australian pop'],['australian pop'],0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,spotify:track:1qDrWA6lyx8cLECdZE7TV7,https://api.spotify.com/v1/tracks/1qDrWA6lyx8cLECdZE7TV7,https://api.spotify.com/v1/audio-analysis/1qDrWA6lyx8cLECdZE7TV7,4
38,2BAsBkA10fTRZhF5iMs0Dh,La Vie En Rose,67,audio_features,False,False,157683,1,1,2xlXhojRv11o5sWDjOx8lp,Emily Watts,2xlXhojRv11o5sWDjOx8lp,Emily Watts,5Q4ygTh5Iv6FpNxcKE6uU5,La Vie En Rose,2019-12-29,1,album,[],[],0.419,0.0842,6,-17.542,1,0.0341,0.957,0.0,0.285,0.246,88.278,spotify:track:2BAsBkA10fTRZhF5iMs0Dh,https://api.spotify.com/v1/tracks/2BAsBkA10fTRZhF5iMs0Dh,https://api.spotify.com/v1/audio-analysis/2BAsBkA10fTRZhF5iMs0Dh,4
39,5WSWtJngetP41xL1LG3q4w,Sumuhurthamai,22,audio_features,False,False,412213,1,3,2wPsNCwhEGb0KvChZ5DD52,K. J. Yesudas,55M1xe07ScGfSbSBcjYJeR,Raveendran,3owY3URuOdXC6I3KGH51k9,Kamaladhalam (Original Motion Picture Soundtrack),2008-07-20,8,album,"['filmi', 'mollywood']",['mollywood'],0.523,0.601,8,-7.406,1,0.0791,0.856,0.00647,0.307,0.448,97.011,spotify:track:5WSWtJngetP41xL1LG3q4w,https://api.spotify.com/v1/tracks/5WSWtJngetP41xL1LG3q4w,https://api.spotify.com/v1/audio-analysis/5WSWtJngetP41xL1LG3q4w,4
40,1iWHabUgUuuKLBa0TzTHfk,"A Whole New World (End Title) - From ""Aladdin""",66,audio_features,False,False,242956,1,1,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,1m8eXQqp3QCQyR56fgbm6o,"A Whole New World (End Title) [From ""Aladdin""]",2019-05-09,1,album,"['dance pop', 'pop', 'post-teen pop', 'uk pop']","['dance pop', 'pop', 'post-teen pop', 'uk pop']",0.302,0.414,2,-8.16,1,0.0319,0.0575,0.0,0.0861,0.105,110.508,spotify:track:1iWHabUgUuuKLBa0TzTHfk,https://api.spotify.com/v1/tracks/1iWHabUgUuuKLBa0TzTHfk,https://api.spotify.com/v1/audio-analysis/1iWHabUgUuuKLBa0TzTHfk,4
41,6lfSsCL894Qw15xbt7cSUy,"Jai Jai Shivshankar (From ""War"")",58,audio_features,False,False,230558,1,1,6CXEwIaXYfVJ84biCxqc9k,Vishal Dadlani,6CXEwIaXYfVJ84biCxqc9k,Vishal Dadlani,5GvIKf7yN7gjZfYohbvHmj,"Jai Jai Shivshankar (From ""War"")",2019-09-21,1,album,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']","['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.825,0.904,5,-5.414,0,0.0787,0.257,1.21e-05,0.0715,0.528,129.036,spotify:track:6lfSsCL894Qw15xbt7cSUy,https://api.spotify.com/v1/tracks/6lfSsCL894Qw15xbt7cSUy,https://api.spotify.com/v1/audio-analysis/6lfSsCL894Qw15xbt7cSUy,4
42,7dcXGzIAaoe19A6kgnrCaQ,Nagumo,59,audio_features,False,False,159605,1,2,50iBEPSw6kQ8GQkumXz7XZ,Hesham Abdul Wahab,50iBEPSw6kQ8GQkumXz7XZ,Hesham Abdul Wahab,6nuAnvIVNkw6pwqzuF2GJG,Hridayam (Side B) [Original Motion Picture Soundtrack],2022-01-17,8,album,['mollywood'],['mollywood'],0.604,0.46,4,-8.627,0,0.0462,0.372,0.00203,0.128,0.443,95.092,spotify:track:7dcXGzIAaoe19A6kgnrCaQ,https://api.spotify.com/v1/tracks/7dcXGzIAaoe19A6kgnrCaQ,https://api.spotify.com/v1/audio-analysis/7dcXGzIAaoe19A6kgnrCaQ,4
43,0HEMY6YuPzCOprfkEluKDa,Katte Nee,42,audio_features,False,False,212507,1,1,2IUtwMti1OiT3lkW6RubgH,K. S. Chithra,5L0RbvV13JHcxpbO7LxVAp,M. G. Radhakrishnan,5z8mPh9dXdGdGrwsJcQltp,Kaattu Vannu Vilichappol (Original Motion Picture Soundtrack),2001-07-01,2,album,['filmi'],"['filmi', 'mollywood']",0.648,0.558,2,-9.117,1,0.0382,0.461,0.0033,0.211,0.691,170.104,spotify:track:0HEMY6YuPzCOprfkEluKDa,https://api.spotify.com/v1/tracks/0HEMY6YuPzCOprfkEluKDa,https://api.spotify.com/v1/audio-analysis/0HEMY6YuPzCOprfkEluKDa,4
44,0MLZAgKQKHbPsJ12qHS860,Haan Main Galat,58,audio_features,False,False,218644,1,2,1wRPtKGflJrBx9BmLsSwlU,Pritam,1wRPtKGflJrBx9BmLsSwlU,Pritam,6IXfWhC7omotM4lt0ROmEr,Love Aaj Kal (Original Motion Picture Soundtrack),2020-02-14,11,album,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']","['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.683,0.737,0,-5.66,1,0.0502,0.125,0.0105,0.103,0.919,117.996,spotify:track:0MLZAgKQKHbPsJ12qHS860,https://api.spotify.com/v1/tracks/0MLZAgKQKHbPsJ12qHS860,https://api.spotify.com/v1/audio-analysis/0MLZAgKQKHbPsJ12qHS860,4
45,0MmckRkLefRgZysKO76QWk,Old Town Road (TikTok Dance),6,audio_features,False,False,113664,1,46,3dpG6M91e9gkMArlQ5hSha,Metrixx,3dpG6M91e9gkMArlQ5hSha,Metrixx,5x3Yj0dCncNFbZKIFswxh0,TikTok Dances 2020,2020-05-25,51,album,[],[],0.805,0.503,1,-7.353,1,0.164,0.0179,0.0,0.104,0.401,135.926,spotify:track:0MmckRkLefRgZysKO76QWk,https://api.spotify.com/v1/tracks/0MmckRkLefRgZysKO76QWk,https://api.spotify.com/v1/audio-analysis/0MmckRkLefRgZysKO76QWk,4
46,0YNz2Qdl3C60BgVrSBVSJA,Naran,49,audio_features,False,False,199000,1,3,2IUtwMti1OiT3lkW6RubgH,K. S. Chithra,5xLhn0Pjced0oiBuLUISr3,Deepak Dev,7LG8N36kgl8zWgarNSKIkp,Naran (Original Motion Picture Soundtrack),2007-07-01,7,album,['filmi'],"['filmi', 'mollywood']",0.365,0.526,2,-7.495,0,0.0547,0.843,8.98e-06,0.0938,0.546,142.666,spotify:track:0YNz2Qdl3C60BgVrSBVSJA,https://api.spotify.com/v1/tracks/0YNz2Qdl3C60BgVrSBVSJA,https://api.spotify.com/v1/audio-analysis/0YNz2Qdl3C60BgVrSBVSJA,4
47,15xWRPHQMeqgdkGzInx3PY,Falling Like The Stars,71,audio_features,False,False,212720,1,1,4IWBUUAFIplrNtaOHcJPRM,James Arthur,4IWBUUAFIplrNtaOHcJPRM,James Arthur,6Vd7ZTFfhrtPuiQIqEN8XU,Falling Like The Stars,2019-05-10,1,album,"['pop', 'talent show', 'uk pop']","['pop', 'talent show', 'uk pop']",0.296,0.351,6,-9.538,1,0.0352,0.823,1.45e-06,0.11,0.19,177.06,spotify:track:15xWRPHQMeqgdkGzInx3PY,https://api.spotify.com/v1/tracks/15xWRPHQMeqgdkGzInx3PY,https://api.spotify.com/v1/audio-analysis/15xWRPHQMeqgdkGzInx3PY,3
48,1AzNN19lPYC68iacrbWL8X,"Mudhal Nee Mudivum Nee Title Track (From ""Mudhal Nee Mudivum Nee"")",68,audio_features,False,False,332702,1,1,5t97rjifUl8d4HNwSzbCv9,Darbuka Siva,5t97rjifUl8d4HNwSzbCv9,Darbuka Siva,3hDQpJsEBtu5cIXUtC8ykc,"Mudhal Nee Mudivum Nee Title Track (From ""Mudhal Nee Mudivum Nee"")",2020-09-02,1,album,['tamil pop'],['tamil pop'],0.556,0.521,6,-10.811,1,0.0321,0.632,0.000582,0.102,0.355,127.956,spotify:track:1AzNN19lPYC68iacrbWL8X,https://api.spotify.com/v1/tracks/1AzNN19lPYC68iacrbWL8X,https://api.spotify.com/v1/audio-analysis/1AzNN19lPYC68iacrbWL8X,4
49,1IpB3bVaqu9QMQLGcYCJfQ,Nagumo,31,audio_features,False,False,395293,1,3,1AXZ0HA4aO90PXCPcIfGoB,Neyyatinkara Vasudevan,1OmFIMcyc0IrjWXKIbT76Y,Kannur Rajan,1uzWRr33Gtl93mmEKf7nAj,Chithram (Original Motion Picture Soundtrack),2008-07-20,8,album,[],[],0.593,0.71,8,-6.977,1,0.104,0.815,5.55e-05,0.345,0.706,102.238,spotify:track:1IpB3bVaqu9QMQLGcYCJfQ,https://api.spotify.com/v1/tracks/1IpB3bVaqu9QMQLGcYCJfQ,https://api.spotify.com/v1/audio-analysis/1IpB3bVaqu9QMQLGcYCJfQ,4
50,1O5mTSQa0sCce9ghhDqIZl,Jashn-E-Bahaaraa,70,audio_features,False,False,315173,1,2,1mYsTxnqsietFxj1OgoGbG,A.R. Rahman,1mYsTxnqsietFxj1OgoGbG,A.R. Rahman,60Omt7taTKwehAq1gETKCW,Jodhaa Akbar (Original Motion Picture Soundtrack),2007-12-31,7,album,"['desi pop', 'filmi', 'modern bollywood']","['desi pop', 'filmi', 'modern bollywood']",0.7,0.343,2,-10.474,1,0.0308,0.767,0.0,0.0789,0.488,137.864,spotify:track:1O5mTSQa0sCce9ghhDqIZl,https://api.spotify.com/v1/tracks/1O5mTSQa0sCce9ghhDqIZl,https://api.spotify.com/v1/audio-analysis/1O5mTSQa0sCce9ghhDqIZl,4
51,1wnozUBSe7OMpmZiTPJC5j,Tum Tak,66,audio_features,False,False,304467,1,9,1mYsTxnqsietFxj1OgoGbG,A.R. Rahman,1mYsTxnqsietFxj1OgoGbG,A.R. Rahman,24C47633GRlozws7WBth7t,Raanjhanaa (Original Motion Picture Soundtrack),2013-05-31,9,album,"['desi pop', 'filmi', 'modern bollywood']","['desi pop', 'filmi', 'modern bollywood']",0.72,0.621,2,-9.773,1,0.0491,0.676,0.0,0.0679,0.566,114.987,spotify:track:1wnozUBSe7OMpmZiTPJC5j,https://api.spotify.com/v1/tracks/1wnozUBSe7OMpmZiTPJC5j,https://api.spotify.com/v1/audio-analysis/1wnozUBSe7OMpmZiTPJC5j,4
52,2aTKrdenCq5qBOoJPFdn4P,Here's Your Perfect,78,audio_features,False,False,158594,1,1,2LkkwxA19J8C52wPQl5bG6,Jamie Miller,2LkkwxA19J8C52wPQl5bG6,Jamie Miller,6yNuKzr4GNs1c7Kpdf7c5w,Here's Your Perfect,2021-04-30,4,album,"['pop', 'pop soul']","['pop', 'pop soul']",0.558,0.454,6,-5.335,1,0.0551,0.499,0.0,0.146,0.424,113.12,spotify:track:2aTKrdenCq5qBOoJPFdn4P,https://api.spotify.com/v1/tracks/2aTKrdenCq5qBOoJPFdn4P,https://api.spotify.com/v1/audio-analysis/2aTKrdenCq5qBOoJPFdn4P,4
53,3afkJSKX0EAMsJXTZnDXXJ,Strawberries & Cigarettes,82,audio_features,False,False,201539,1,1,3WGpXCj9YhhfX11TToZcXP,Troye Sivan,3WGpXCj9YhhfX11TToZcXP,Troye Sivan,5L0bixsyXEkomsyucUySjy,Strawberries & Cigarettes,2018-03-16,1,album,"['australian pop', 'dance pop', 'pop', 'uk pop', 'viral pop']","['australian pop', 'dance pop', 'pop', 'uk pop', 'viral pop']",0.578,0.537,9,-8.676,1,0.0832,0.162,0.0,0.076,0.25,83.909,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,https://api.spotify.com/v1/tracks/3afkJSKX0EAMsJXTZnDXXJ,https://api.spotify.com/v1/audio-analysis/3afkJSKX0EAMsJXTZnDXXJ,4
54,3y3brCCecHC3Db18aIOnny,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",65,audio_features,False,False,215316,1,1,23fqKkggKUBHNkbKtXEls4,Kygo,23fqKkggKUBHNkbKtXEls4,Kygo,1Z7WbPmn7QFoJ2DrNfEehz,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",2019-04-19,1,album,"['edm', 'pop', 'pop dance', 'tropical house']","['edm', 'pop', 'pop dance', 'tropical house']",0.591,0.705,9,-6.519,0,0.079,0.381,0.000116,0.131,0.27,121.799,spotify:track:3y3brCCecHC3Db18aIOnny,https://api.spotify.com/v1/tracks/3y3brCCecHC3Db18aIOnny,https://api.spotify.com/v1/audio-analysis/3y3brCCecHC3Db18aIOnny,4
55,4G1FKyLsB8xcTdVEXgwcix,Once I Was 7 Years Old,53,audio_features,False,False,239480,1,1,7n4cyL40CdreXwIw00c8RX,Ben Schuller,7n4cyL40CdreXwIw00c8RX,Ben Schuller,40e1LUjt5mFUmSL1mNp0Av,Cover Sessions,2017-05-01,22,album,"['channel pop', 'fnaf']","['channel pop', 'fnaf']",0.712,0.353,7,-9.975,1,0.0357,0.651,0.0,0.0918,0.229,118.059,spotify:track:4G1FKyLsB8xcTdVEXgwcix,https://api.spotify.com/v1/tracks/4G1FKyLsB8xcTdVEXgwcix,https://api.spotify.com/v1/audio-analysis/4G1FKyLsB8xcTdVEXgwcix,4
56,4U45aEWtQhrm8A5mxPaFZ7,Vienna,79,audio_features,False,False,214240,1,5,6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,1Mhn9VosyjtWn4dMPFlna6,The Stranger (Legacy Edition),1977,21,album,"['classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']","['classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",0.532,0.495,10,-6.662,1,0.0343,0.659,0.0,0.0754,0.308,124.936,spotify:track:4U45aEWtQhrm8A5mxPaFZ7,https://api.spotify.com/v1/tracks/4U45aEWtQhrm8A5mxPaFZ7,https://api.spotify.com/v1/audio-analysis/4U45aEWtQhrm8A5mxPaFZ7,4
57,4VuS959DSpr82t3qBqCrWG,Supermarket Flowers,75,audio_features,False,False,221107,1,12,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),2017-03-03,16,album,"['pop', 'uk pop']","['pop', 'uk pop']",0.589,0.242,6,-10.517,1,0.0442,0.914,0.0,0.0887,0.257,89.749,spotify:track:4VuS959DSpr82t3qBqCrWG,https://api.spotify.com/v1/tracks/4VuS959DSpr82t3qBqCrWG,https://api.spotify.com/v1/audio-analysis/4VuS959DSpr82t3qBqCrWG,4
58,4tbZCdP34Aqk4QbVDcBhrx,Sangeethame,19,audio_features,False,False,393874,1,9,2wPsNCwhEGb0KvChZ5DD52,K. J. Yesudas,64LDk5Ybgn78jRN8ESzgtV,Bombay Ravi,7yO8O6n2YIL6mYA2HEqa0e,Sargam (Original Motion Picture Soundtrack),1992-11-16,11,album,"['filmi', 'mollywood']",['mollywood'],0.604,0.643,5,-7.416,0,0.0792,0.604,8.59e-05,0.042,0.794,88.701,spotify:track:4tbZCdP34Aqk4QbVDcBhrx,https://api.spotify.com/v1/tracks/4tbZCdP34Aqk4QbVDcBhrx,https://api.spotify.com/v1/audio-analysis/4tbZCdP34Aqk4QbVDcBhrx,4
59,5PjdY0CKGZdEuoNab3yDmX,STAY (with Justin Bieber),87,audio_features,False,True,141806,1,3,2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,4bZJWQhHKJckFLJuYdvyX2,F*CK LOVE 3: OVER YOU,2021-07-23,29,album,['australian hip hop'],['australian hip hop'],0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,spotify:track:5PjdY0CKGZdEuoNab3yDmX,https://api.spotify.com/v1/tracks/5PjdY0CKGZdEuoNab3yDmX,https://api.spotify.com/v1/audio-analysis/5PjdY0CKGZdEuoNab3yDmX,4
