,id,name,popularity,type,is_local,explicit,duration_ms,disc_number,track_number,artist_id,artist_name,album_artist_id,album_artist_name,album_id,album_name,album_release_date,album_tracks,album_type,added_at,genres,album_genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,track_href,analysis_url,time_signature
20,0gRNu9dVzi5aC87AI1empZ,Jab Se Tere Naina,64,audio_features,False,False,284573,1,2,554yyXUEFseU1dwvisHTik,Monty Sharma,554yyXUEFseU1dwvisHTik,Monty Sharma,4E6rpd9IcOfe6X8mErzVxf,Saawariya (Original Motion Picture Soundtrack),2007-09-14,11,album,2021-10-13T06:38:45Z,"['desi pop', 'filmi', 'modern bollywood']","['desi pop', 'filmi', 'modern bollywood']",0.599,0.653,0,-7.576,0,0.122,0.362,0.0,0.144,0.678,79.968,spotify:track:0gRNu9dVzi5aC87AI1empZ,https://api.spotify.com/v1/tracks/0gRNu9dVzi5aC87AI1empZ,https://api.spotify.com/v1/audio-analysis/0gRNu9dVzi5aC87AI1empZ,4
21,1Q3oZnMXBy55s8uFJmR1bE,Vennilave vennilave Vinnai,0,audio_features,False,False,351720,1,6,2NoJ7NuNs9nyj8Thoh1kbu,Hariharan,1mYsTxnqsietFxj1OgoGbG,A.R. Rahman,0lu9EJwZFYWUogxPtptP3N,Minsara Kanavu (Orignal Motion Picture Soundtrack),1997-01-01,6,album,2021-10-13T06:37:03Z,"['filmi', 'ghazal', 'tamil pop']","['desi pop', 'filmi', 'modern bollywood']",0.639,0.319,1,-11.631,1,0.032,0.431,1.89e-06,0.154,0.61,91.024,spotify:track:1Q3oZnMXBy55s8uFJmR1bE,https://api.spotify.com/v1/tracks/1Q3oZnMXBy55s8uFJmR1bE,https://api.spotify.com/v1/audio-analysis/1Q3oZnMXBy55s8uFJmR1bE,4
22,6old0mA1IHi5lw2yLv3ri6,Dhimu Dhimu,57,audio_features,False,False,329840,1,7,29aw5YCdIw2FEXYyAJZI8l,Harris Jayaraj,29aw5YCdIw2FEXYyAJZI8l,Harris Jayaraj,4DyPmer9GfEcRosw671Eaq,Engeyum Kadhal (Original Motion Picture Soundtrack),2010-11-11,7,album,2021-10-13T06:27:02Z,"['filmi', 'tamil pop']","['filmi', 'tamil pop']",0.643,0.478,0,-9.376,1,0.0274,0.569,0.000371,0.118,0.317,93.418,spotify:track:6old0mA1IHi5lw2yLv3ri6,https://api.spotify.com/v1/tracks/6old0mA1IHi5lw2yLv3ri6,https://api.spotify.com/v1/audio-analysis/6old0mA1IHi5lw2yLv3ri6,4
23,6Z8oU8xMOie24Cflh2Sw6p,Venmegam,64,audio_features,False,False,274853,1,4,6AiX12wXdXFoGJ2vk8zBjy,Yuvan Shankar Raja,6AiX12wXdXFoGJ2vk8zBjy,Yuvan Shankar Raja,6NiIEKpKQaWY16PwCfbS5V,Yaaradi Nee Mohini (Original Motion Picture Soundtrack),2008-10-17,8,album,2021-10-13T06:21:47Z,"['filmi', 'kollywood', 'tamil pop']","['filmi', 'kollywood', 'tamil pop']",0.803,0.426,3,-11.54,1,0.0742,0.418,2.23e-05,0.11,0.556,114.945,spotify:track:6Z8oU8xMOie24Cflh2Sw6p,https://api.spotify.com/v1/tracks/6Z8oU8xMOie24Cflh2Sw6p,https://api.spotify.com/v1/audio-analysis/6Z8oU8xMOie24Cflh2Sw6p,4
24,3kjpq6QXeJTgPbC1ed8wql,Enna Solla Pogirai,47,audio_features,False,False,360880,1,5,1SJOL9HJ08YOn92lFcYf8a,Shankar Mahadevan,1mYsTxnqsietFxj1OgoGbG,A.R. Rahman,6rSGzYWf2VfP78UdHFCXUI,Kandukondain Kandukondain (Original Motion Picture Soundtrack),1960-04-08,7,album,2021-10-13T06:16:59Z,"['desi pop', 'filmi', 'modern bollywood']","['desi pop', 'filmi', 'modern bollywood']",0.766,0.438,4,-13.101,0,0.164,0.0303,9.79e-06,0.0862,0.331,82.012,spotify:track:3kjpq6QXeJTgPbC1ed8wql,https://api.spotify.com/v1/tracks/3kjpq6QXeJTgPbC1ed8wql,https://api.spotify.com/v1/audio-analysis/3kjpq6QXeJTgPbC1ed8wql,4
25,3jtKSUiVDowKNBqVQbWaig,Iktara,52,audio_features,False,False,253773,1,4,7HCqGPJcQTyGJ2yqntbuyr,Amit Trivedi,0L5GV6LN8SWWUWIdBbTLTZ,Shankar-Ehsaan-Loy,1fzE65RP7Gyhi8hdOv8eRQ,Wake Up Sid (Original Motion Picture Soundtrack),2009-08-21,6,album,2021-10-13T06:13:17Z,"['desi pop', 'filmi', 'modern bollywood']","['desi pop', 'filmi', 'modern bollywood']",0.616,0.525,7,-7.065,1,0.0258,0.401,0.000484,0.309,0.427,79.976,spotify:track:3jtKSUiVDowKNBqVQbWaig,https://api.spotify.com/v1/tracks/3jtKSUiVDowKNBqVQbWaig,https://api.spotify.com/v1/audio-analysis/3jtKSUiVDowKNBqVQbWaig,4
26,1O5mTSQa0sCce9ghhDqIZl,Jashn-E-Bahaaraa,70,audio_features,False,False,315173,1,2,1mYsTxnqsietFxj1OgoGbG,A.R. Rahman,1mYsTxnqsietFxj1OgoGbG,A.R. Rahman,60Omt7taTKwehAq1gETKCW,Jodhaa Akbar (Original Motion Picture Soundtrack),2007-12-31,7,album,2021-10-13T06:10:31Z,"['desi pop', 'filmi', 'modern bollywood']","['desi pop', 'filmi', 'modern bollywood']",0.7,0.343,2,-10.474,1,0.0308,0.767,0.0,0.0789,0.488,137.864,spotify:track:1O5mTSQa0sCce9ghhDqIZl,https://api.spotify.com/v1/tracks/1O5mTSQa0sCce9ghhDqIZl,https://api.spotify.com/v1/audio-analysis/1O5mTSQa0sCce9ghhDqIZl,4
27,0HEMY6YuPzCOprfkEluKDa,Katte Nee,42,audio_features,False,False,212507,1,1,2IUtwMti1OiT3lkW6RubgH,K. S. Chithra,5L0RbvV13JHcxpbO7LxVAp,M. G. Radhakrishnan,5z8mPh9dXdGdGrwsJcQltp,Kaattu Vannu Vilichappol (Original Motion Picture Soundtrack),2001-07-01,2,album,2021-08-31T14:12:23Z,['filmi'],"['filmi', 'mollywood']",0.648,0.558,2,-9.117,1,0.0382,0.461,0.0033,0.211,0.691,170.104,spotify:track:0HEMY6YuPzCOprfkEluKDa,https://api.spotify.com/v1/tracks/0HEMY6YuPzCOprfkEluKDa,https://api.spotify.com/v1/audio-analysis/0HEMY6YuPzCOprfkEluKDa,4
28,0nW6UocwJTfquQsfzysX69,Thaarum Thalirum,0,audio_features,False,False,285545,1,2,2wPsNCwhEGb0KvChZ5DD52,K. J. Yesudas,5wq0asvXF4jyJs8ydPPFzR,Ouseppachan,656LCDwmyoiBbWn548ujML,Chilambu (Original Motion Picture Soundtrack),1986-05-09,2,album,2021-08-20T12:43:16Z,"['filmi', 'mollywood']",['mollywood'],0.619,0.425,4,-8.509,0,0.0343,0.659,0.0,0.12,0.557,76.883,spotify:track:0nW6UocwJTfquQsfzysX69,https://api.spotify.com/v1/tracks/0nW6UocwJTfquQsfzysX69,https://api.spotify.com/v1/audio-analysis/0nW6UocwJTfquQsfzysX69,3
29,6eJH7n6tP36bWGWEAlgFWR,Onnamkili Ponnankili,43,audio_features,False,False,254873,1,1,3wjaprBWmoSJn4KP9tgkxt,M. G. Sreekumar,0LyfQWJT6nXafLPZqxe9Of,Various Artists,336aGEzd8oh6NeItzgtXgQ,Kilichundan Mambazham,2012-12-13,5,album,2021-08-20T12:39:13Z,"['filmi', 'mollywood']",[],0.741,0.812,2,-7.073,1,0.0383,0.232,2.46e-06,0.184,0.78,136.478,spotify:track:6eJH7n6tP36bWGWEAlgFWR,https://api.spotify.com/v1/tracks/6eJH7n6tP36bWGWEAlgFWR,https://api.spotify.com/v1/audio-analysis/6eJH7n6tP36bWGWEAlgFWR,3
30,5FRFGl9pT2D163dZMNagPN,Padam Vanamali,33,audio_features,False,False,321388,1,2,3wjaprBWmoSJn4KP9tgkxt,M. G. Sreekumar,3bsXF6ry8hOM2s1YyruPOb,Deepan Chaterjee,3lFI1ZN3uZq4BvbEyN7sTO,Kakkakuyil (Original Motion Picture Soundrack),2014-05-23,9,album,2021-08-20T12:32:42Z,"['filmi', 'mollywood']",[],0.734,0.525,0,-11.88,1,0.064,0.289,2.58e-05,0.474,0.721,141.954,spotify:track:5FRFGl9pT2D163dZMNagPN,https://api.spotify.com/v1/tracks/5FRFGl9pT2D163dZMNagPN,https://api.spotify.com/v1/audio-analysis/5FRFGl9pT2D163dZMNagPN,4
31,2yHfdwbHx5CVf1A4LvK3ki,Aangopangam,22,audio_features,False,False,278000,1,1,5L0RbvV13JHcxpbO7LxVAp,M. G. Radhakrishnan,5L0RbvV13JHcxpbO7LxVAp,M. G. Radhakrishnan,34eMgatPXlEDenuun2upwt,Devaasuram (Original Motion Picture Soundtrack),1993-03-12,10,album,2021-08-20T12:29:03Z,"['filmi', 'mollywood']","['filmi', 'mollywood']",0.657,0.561,4,-12.05,0,0.0981,0.749,2.57e-05,0.28,0.598,95.07,spotify:track:2yHfdwbHx5CVf1A4LvK3ki,https://api.spotify.com/v1/tracks/2yHfdwbHx5CVf1A4LvK3ki,https://api.spotify.com/v1/audio-analysis/2yHfdwbHx5CVf1A4LvK3ki,4
32,6ZTnLzbXNlgldTavqmvZbU,Sivadam Siva Naadam (Duet),19,audio_features,False,False,365953,1,5,3wjaprBWmoSJn4KP9tgkxt,M. G. Sreekumar,0LyfQWJT6nXafLPZqxe9Of,Various Artists,2RVFAAF85xCWFdWW7Kaxl5,Mazhavillu,2012-12-13,9,album,2021-08-20T12:23:09Z,"['filmi', 'mollywood']",[],0.559,0.696,0,-10.06,0,0.118,0.746,0.000236,0.328,0.429,172.041,spotify:track:6ZTnLzbXNlgldTavqmvZbU,https://api.spotify.com/v1/tracks/6ZTnLzbXNlgldTavqmvZbU,https://api.spotify.com/v1/audio-analysis/6ZTnLzbXNlgldTavqmvZbU,4
33,3XMYdcclpeP0LBmVLr6L8p,"Theerame - From ""Malik""",57,audio_features,False,False,263082,1,1,1qFp8zDvsXyCsC5dqz8X4S,Sushin Shyam,1qFp8zDvsXyCsC5dqz8X4S,Sushin Shyam,789iCALhEJFyPpWMOlLA0E,"Theerame (From ""Malik"")",2021-07-12,1,album,2021-08-20T08:42:54Z,['mollywood'],['mollywood'],0.66,0.194,4,-12.827,0,0.032,0.877,2.91e-05,0.125,0.285,119.929,spotify:track:3XMYdcclpeP0LBmVLr6L8p,https://api.spotify.com/v1/tracks/3XMYdcclpeP0LBmVLr6L8p,https://api.spotify.com/v1/audio-analysis/3XMYdcclpeP0LBmVLr6L8p,1
34,7fyiYhn7STpHvT5g0lbncC,Ik Vaari Aa,63,audio_features,False,False,274687,1,1,1wRPtKGflJrBx9BmLsSwlU,Pritam,0LyfQWJT6nXafLPZqxe9Of,Various Artists,05U9YwErzcnF0PmyPalDo5,Raabta,2017-06-03,7,album,2021-08-11T07:29:18Z,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",[],0.512,0.752,4,-4.857,0,0.0534,0.305,0.0,0.708,0.428,127.965,spotify:track:7fyiYhn7STpHvT5g0lbncC,https://api.spotify.com/v1/tracks/7fyiYhn7STpHvT5g0lbncC,https://api.spotify.com/v1/audio-analysis/7fyiYhn7STpHvT5g0lbncC,4
